project_number,person_id_snsf,role,institute_name,institute_place,institute_id_p3
183759,656421,employee,HEC - Ecole des Hautes Etudes Commerciales Université de Lausanne,Lausanne,7411
189496,784924,employee,NA,NA,NA
146875,617134,applicant,TaTEDO Centre for Sustainable Modern Energy Experti,Kijitonyama,239634
152085,109621,responsible_applicant,CABI,Delémont,107132
177588,109621,responsible_applicant,CABI,Delémont,107132
177480,775445,employee,"Architektur, Holz und Bau Berner Fachhochschule",Biel/Bienne 6,139587
194093,552813,responsible_applicant,Schweizer Institut für Sucht- und Gesundheitsforschung ISGF,Zürich,59659
152085,659637,employee,NA,NA,NA
152154,659637,employee,NA,NA,NA
177346,705801,responsible_applicant,Ithaka Institute for Carbon Strategies,Arbaz,249487
171191,788191,employee,NA,NA,NA
177592,584163,applicant,Goethe University Frankfurt Institute for Social-Ecological Research,Frankfurt am Main,260171
152167,584163,employee,Goethe University Frankfurt Institute for Social-Ecological Research,Frankfurt am Main,260171
147350,616658,employee,Ethnologisches Seminar Universität Zürich,Zürich,6684
152167,89061,applicant,Centre for Development and Environment (CDE) Universität Bern,Bern,242779
152085,89061,employee,Centre for Development and Environment (CDE) Universität Bern,Bern,242779
147210,617294,applicant,Centre for Studies in Social Exclusion Tata Institute of Social Studies,Mumbai,247315
171175,617294,applicant,Centre for Studies in Social Exclusion Tata Institute of Social Studies,Mumbai,247315
147286,672286,employee,NA,NA,NA
152034,634157,applicant,Multi-Angles Centre,Phnom Penh,249796
177591,634157,applicant,Multi-Angles Centre,Phnom Penh,249796
177588,794234,employee,NA,NA,NA
160906,674247,applicant,Institute of Space Technology Department of Space Science,Islamabad,245878
160914,672863,employee,EPFL Valais Wallis,Sion,245509
177319,706470,applicant,Centre Infectious Disease Research Zambia CIDRZ,Lusaka,249588
160374,655439,applicant,Public Health Foundation of India,Vasant Kunj New Delhi,243804
183759,655439,applicant,Public Health Foundation of India,Vasant Kunj New Delhi,243804
171175,690442,applicant,Copperbelt University Deg Hammarskjöld Institute for Peace Studies,Kitwe,239716
147286,617327,applicant,Centre de Recherche en Santé de Nouna,"Nouna, Kossi",239730
177319,706471,applicant,Centre Infectious Disease Research Zambia CIDRZ,Lusaka,249588
193980,784192,employee,NA,NA,NA
177582,749392,applicant,Centre Régional de Recherche Agronomique Institut d'Economie Rurale (IER),Sikasso,241698
152017,545272,applicant,Professur für Nachhaltige Agrarökosysteme Institut für Agrarwissenschaften ETH Zürich,Zürich,241905
177584,545272,applicant,Professur für Nachhaltige Agrarökosysteme Institut für Agrarwissenschaften ETH Zürich,Zürich,241905
147286,66861,applicant,Swiss Tropical and Public Health Institute Medical Services and Diagnostic Universität Basel,Basel,228591
177515,599769,responsible_applicant,Institut Umwelt und Natürliche Ressourcen ZHAW,Wädenswil,231915
177474,706756,applicant,Research Center of Astronomy and Geophysics Institute of Geophysics Mongolian Academy of Sciences,Ulaanbaatar - 51,249672
160366,630669,applicant,Graduate Institute of International and Deve Global Health Programme Maison de la paix,Genève,246127
152034,630669,employee,Graduate Institute of International and Deve Global Health Programme Maison de la paix,Genève,246127
160930,617233,applicant,Lao Tropical and Public Health Institute International Program for Health in Tropics,Vientiane,253033
152154,634433,applicant,Institit du Développement Rural Université Polytechnique de Bobo-Dioulasso,Bobo Dioulasso 01,241624
177583,634433,applicant,Institit du Développement Rural Université Polytechnique de Bobo-Dioulasso,Bobo Dioulasso 01,241624
152154,634433,applicant,Institut de Développement Rural Université Polytechnique de Bobo-Dioulass,Bobo-Dioulasso,241624
177583,634433,applicant,Institut de Développement Rural Université Polytechnique de Bobo-Dioulass,Bobo-Dioulasso,241624
169461,754059,employee,NA,NA,NA
177582,644841,employee,NA,NA,NA
152224,663704,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
177582,663704,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
177582,533551,employee,Institut für Angewandte Medienwissenschaften Zürcher Hochschule für Angew. Wissenschaften,Winterthur,231018
152224,672753,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
188830,683503,employee,Chair of Energy and Public Economics ETH Zurich,Zürich,253770
147278,626669,employee,Aquakultur Fachgruppe Tierwissenschaften Forschungsinstitut für biologischen Landbau,Frick,240683
171191,760835,employee,NA,NA,NA
160906,691709,employee,NA,NA,NA
160897,646005,applicant,Institut für Informatik Universität Bern Research Center for Digital Sustainability,Bern,253594
177346,706773,applicant,Estacion Experimental de Pastos Indio Hatuey,Havana,249681
160366,541759,applicant,Institute of Public Health Università della Svizzera Italiana,Lugano,256806
191762,751445,applicant,Faculty of Science Department of Zoology University of Jaffna,Jaffna,255285
194252,774096,partner,University of Peradeniya,Peradeniya,234120
177592,759076,employee,Centre for Development and Environment (CDE) Universität Bern,Bern,242779
160904,569798,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
198887,607647,applicant,Département de Médecine Université de Fribourg,Fribourg,186
190140,49769,responsible_applicant,Département de Biochimie Université de Lausanne,Epalinges,212598
177583,768046,employee,NA,NA,NA
194252,128782,partner,Group of Plant Nutrition Institute of Agricultural Sciences ETH Zurich,Lindau,242770
160373,525668,responsible_applicant,Swiss Tropical and Public Health Institute,Basel,3448
183760,525668,responsible_applicant,Swiss Tropical and Public Health Institute,Basel,3448
169470,709352,employee,NA,NA,NA
160876,661996,applicant,Golden Zaneka Public Co. Ltd.,Yangon,256886
147836,623725,applicant,Foreign Trade University,Hanoi,240201
160909,674218,applicant,Papua New Guinea PNG Institute of Medical Researh,Madang,245870
194252,704236,partner,Wasserressourcen und Trinkwasser EAWAG,Dübendorf,216418
146919,617144,applicant,Universidad de Antioquia,Medellin,239643
152034,705788,employee,NA,NA,NA
169430,683104,applicant,Hue University of Agriculture and Forestry Faculty of Forestry HUAF,Hue City,246690
194004,683104,applicant,Hue University of Agriculture and Forestry Faculty of Forestry HUAF,Hue City,246690
177584,750022,employee,NA,NA,NA
147725,651782,employee,Centre for Development and Environment University of Bern,Bern,240943
177474,716884,applicant,Research Center of Astronomy and Geophysics Institute of Geophysics Mongolian Academy of Sciences,Ulaanbaatar - 51,249672
152034,634154,applicant,"Institute of Statistical, Social and Economic Research, College of Humanities University of Ghana",Legon,246778
177591,634154,applicant,"Institute of Statistical, Social and Economic Research, College of Humanities University of Ghana",Legon,246778
160914,662168,applicant,"Environmental Impacts Group, Energy Division Center for Information Management and Energy Developmen","Miramar, Playa",244440
146777,617072,applicant,Indonesian Consortium for Religious Studies  Gadjah Mada University,Yogyakarta,239617
171176,617072,applicant,Indonesian Consortium for Religious Studies  Gadjah Mada University,Yogyakarta,239617
171177,598177,employee,Département d'économie Université de Genève,Genève 4,5945
147725,617274,applicant,Nepal Centre for Contemporary Research NCCR,Kathmandu,241595
171191,617274,applicant,Nepal Centre for Contemporary Research NCCR,Kathmandu,241595
146955,617182,applicant,Department of Philosophy and Psychology University of Peradeniya,"Dagnolla, Kandy",239665
171188,617182,applicant,Department of Philosophy and Psychology University of Peradeniya,"Dagnolla, Kandy",239665
193915,757865,applicant,Vidyasirimedhi Institute of Science and Tech School of Biomolecular Science and Engineeri,Rayong,256147
147286,114555,applicant,Swiss Tropical and Public Health Institute Department of Epidemiology and Public Health University of Basel,Basel,252930
160909,662135,applicant,Institute of Medical Research Papua New Guinea,Goroka,230503
152085,634306,applicant,Centre for Invasion Biology Department of Botany and Zoology University of Stellenbosch,Matieland,242775
160876,658019,employee,Swiss Tropical and Public Health Institute,Basel,3448
171177,715428,employee,NA,NA,NA
177322,57196,responsible_applicant,Institut de géographie et durabilité Faculté des géosciences et de l'environnemen Université de Lausanne,Lausanne,239601
147286,672999,employee,NA,NA,NA
194252,774097,partner,University of Peradeniya,Peradeniya,234120
193925,120996,responsible_applicant,Dépt Microbiologie et Médecine Moléculaire Faculté de Médecine Université de Genève,Genève 4,191
147210,571708,employee,Internationale Konfliktforschung ETH Zürich,Zürich,236390
171175,571708,employee,Internationale Konfliktforschung ETH Zürich,Zürich,236390
147286,72100,responsible_applicant,Swiss Tropical and Public Health Institute,Basel,3448
198747,513461,responsible_applicant,Service de Radio-Oncologie CHUV,Lausanne,57979
146852,139460,employee,Ökosystem Management Institut für terrestrische Ökosysteme ETHZ,Zürich,224425
169564,730969,employee,NA,NA,NA
169632,697479,employee,KOF - Konjunkturforschungsstelle ETH Zürich,Zürich,139779
194005,697479,employee,KOF - Konjunkturforschungsstelle ETH Zürich,Zürich,139779
199067,558974,responsible_applicant,Polymer Chemistry and Materials Adolphe Merkle Institute Université de Fribourg,Fribourg,231345
190277,787974,employee,NA,NA,NA
177480,759411,employee,NA,NA,NA
152167,699886,employee,NA,NA,NA
169461,634447,responsible_applicant,Swiss Tropical and Public Health Institute,Basel,3448
194003,634447,responsible_applicant,Swiss Tropical and Public Health Institute,Basel,3448
152085,634477,applicant,CABI Kenya,Nairobi,241649
177588,634477,applicant,CABI Kenya,Nairobi,241649
146875,641066,employee,NA,NA,NA
160373,110941,applicant,Swiss Tropical and Public Health Institute,Basel,3448
183760,110941,applicant,Swiss Tropical and Public Health Institute,Basel,3448
171175,690441,applicant,Université Felix Houphouet-Boigny,Abidjan,239765
193649,721543,employee,Eidg. Materialprüfungs- und Forschungsanstalt (EMPA),Dübendorf,1743
189496,679722,applicant,Terrestrial Environmental Lab School of Science Monash University Malaysia,Bandar Sunway,254529
146875,75673,applicant,Quantis Switzerland/Germany,Zürich,243072
146875,75673,applicant,Quantis Switzerland/Germany,Zürich,243072
146875,75673,employee,Quantis Switzerland/Germany,Zürich,243072
146875,75673,employee,Quantis Switzerland/Germany,Zürich,243072
152167,642780,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
177592,642780,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
177515,635518,applicant,Department of Selection and Fruit-Berry Cultures Research Kazakh Inst. of Horticulture & Viticulture,Almaty,250813
152154,534247,employee,Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung,Bern,1447
160919,90617,responsible_applicant,Swiss Tropical and Public Health Institute Department of Epidemiology and Public Health University of Basel,Basel,252930
147725,26373,responsible_applicant,Institut für Sozialanthropologie Philosophisch-historische Fakultät Universität Bern,Bern,5425
171191,26373,responsible_applicant,Institut für Sozialanthropologie Philosophisch-historische Fakultät Universität Bern,Bern,5425
152033,704642,employee,NA,NA,NA
177319,772184,employee,Swiss TPH Universität Basel,Basel,253398
