gm_status,gm_icon,gm_lat,gm_lng,gm_addr,gm_name,gm_id,gm_types,enc_str
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,1.299104,103.7708718,"1 Engineering Drive 2, #07-03 E1A, Singapur 117576",NUS Civil and Environmental Engineering,ChIJjW8OXvca2jERLDuB8HAC6ts,"point_of_interest,establishment","Department%20of%20Civil%20Engineering%20National%20University%20Singapore,%20Singapore"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,6.9016603,79.8627581,"Reid Avenue, Philip Gunewardena Mawatha, Colombo, Sri Lanka","Faculty of Arts, University of Colombo",ChIJf19eL2NZ4joRU13iWqE5P24,"university,point_of_interest,establishment","Department%20of%20Sociology%20Faculty%20of%20Arts%20University%20of%20Colombo,%20Colombo"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,34.7360653,10.7428075,"Université de Route de l'Aéroport Km 0.5 BP 1169 .3029 Sfax Sfax, 3029, Tunesien",University of Sfax,ChIJgYYMf9IsABMRKoWAup11PQY,"university,point_of_interest,establishment","Laboratory%20of%20Plant%20Protection%20and%20Improveme%20Institute%20of%20Biotechnology%20of%20Sfax%20University%20of%20Sfax,%20Sfax"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,5.330576,-4.128086,Côte d’Ivoire,Center Swiss Research Scientifiques En Côte D'ivoire,ChIJPbDEABnBwQ8RQGGIeGJgdm8,"point_of_interest,establishment","Centre%20Suisse%20de%20Recherche%20Scientifique,%20Abidjan"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.035764,8.926701999999999,"Via Violino 11, 6928 Manno, Schweiz","SUPSI - Dipartimento economia aziendale, sanità e sociale (DEASS) - Stabile Piazzetta",ChIJJ9F3eOwyhEcR-05zdzu4yKs,"university,point_of_interest,establishment","2rLAB%20DEASS%20SUPSI,%20Manno"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,43.0746139,-89.4276171,"1 Gifford Pinchot Dr, Madison, WI 53726, Vereinigte Staaten",USDA Forest Products Laboratory,ChIJse51EO2sB4gRLyb8SZW41OU,"point_of_interest,establishment","Forest%20Products%20Research%20&%20Development%20Inst.%20Wood%20Preservation%20Division,%20Laguna"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,47.37638889999999,8.547628,"Rämistrasse 101, 8092 Zürich, Schweiz",Eidgenössische Technische Hochschule Zürich,ChIJ94xuUaagmkcRB3Y3tij0YUs,"university,point_of_interest,establishment","Nepal%20Centre%20for%20Contemporary%20Research%20NCCR,%20Kathmandu"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.5190557,6.5667576,"Route Cantonale, 1015 Lausanne, Schweiz",École Polytechnique Fédérale de Lausanne,ChIJP6Ls3f0wjEcRcrKTf6s0zLs,"university,point_of_interest,establishment","Groupe%20des%20proc%C3%A9d%C3%A9s%20avanc%C3%A9s%20d'oxydation%20GPAO%20EPFL%20-%20SB%20-%20ISIC%20-%20GPAO,%20Lausanne"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.2209088,6.1436432,"Chemin Eugène-Rigot 2A, 1202 Genève, Schweiz",Hochschulinstitut für internationale Studien und Entwicklung,ChIJJ5vlO-JkjEcRuRHZyflX0XU,"university,point_of_interest,establishment","Anthropology%20and%20Sociology%20Department%20Graduate%20Institute%20IHEID,%20Gen%C3%A8ve"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,47.37638889999999,8.547628,"Rämistrasse 101, 8092 Zürich, Schweiz",Eidgenössische Technische Hochschule Zürich,ChIJ94xuUaagmkcRB3Y3tij0YUs,"university,point_of_interest,establishment","Institut%20f%C3%BCr%20Geophysik%20ETH%20Z%C3%BCrich,%20Z%C3%BCrich"
